"G: 16000, DT: 0.0007"		x	y	vx	vy	p_mag	v_mag
	100000.01	-7.140300874	99.0542312	2007.703537	158.0506526	99.3112512	2013.914968
	100000.01	-4.325510958	99.21601944	2011.383743	101.3916755	99.31026412	2013.937644
	100000.01	-1.507258875	99.29839432	2013.454107	44.65009172	99.30983307	2013.949124
	100000.01	1.312199642	99.30128888	2013.912882	-12.12773119	99.30995842	2013.949398
	100000.01	4.130607852	99.22470109	2012.759691	-68.8953933	99.31064005	2013.938467
	100000.01	6.945709928	99.0686939	2009.995529	-125.6065048	99.31187742	2013.916339
	100000.01	9.755252876	98.83339513	2005.622762	-182.2147284	99.31366951	2013.883033
	100000.01	12.55698845	98.51899739	1999.645124	-238.6738223	99.31601485	2013.838577
	100000.01	16.7400518	97.89967047	1987.681055	-322.9820388	99.3205659	2013.75107
	100000.01	19.51248124	97.38879129	1977.716509	-378.8670052	99.32428502	2013.678921
	100000.01	22.26929936	96.79999429	1966.17086	-434.4423535	99.32854871	2013.595791
	100000.01	25.00830281	96.13376051	1953.053929	-489.662791	99.33335351	2013.501751
	100000.01	27.72730338	95.39063407	1938.376865	-544.4833499	99.33869549	2013.396878
	100000.01	30.42412986	94.57122167	1922.152131	-598.8594283	99.34457028	2013.281259
	100000.01	33.09662986	93.67619201	1904.393499	-652.7468305	99.35097311	2013.154992
	100000.01	35.74267161	92.70627524	1885.116027	-706.1018065	99.35789874	2013.018181
	100000.01	38.3601458	91.66226221	1864.336049	-758.8810913	99.36534154	2012.870939
	100000.01	40.94696726	90.54500382	1842.071158	-811.0419434	99.37329542	2012.713389
	100000.01	43.50107678	89.35541021	1818.340183	-862.5421829	99.38175393	2012.545661
	100000.01	46.02044279	88.09444996	1793.163176	-913.3402287	99.39071018	2012.367896
	100000.01	48.50306307	86.76314919	1766.561386	-963.3951346	99.40015687	2012.180239
	100000.01	50.94696635	85.36259065	1738.557242	-1012.666625	99.41008632	2011.982847
	100000.01	53.35021401	83.89391272	1709.174327	-1061.115132	99.42049047	2011.775883
	100000.01	55.71090161	82.35830842	1678.437356	-1108.701823	99.43136087	2011.559517
	100000.01	58.0271605	80.75702433	1646.37215	-1155.388644	99.44268869	2011.333929
	100000.01	60.29715931	79.09135944	1613.005611	-1201.13834	99.45446475	2011.099305
	100000.01	62.51910542	77.36266404	1578.365693	-1245.914498	99.4666795	2010.855837
	100000.01	64.69124645	75.5723385	1542.481378	-1289.681567	99.47932304	2010.603727
	100000.01	66.81187163	73.72183199	1505.382645	-1332.404894	99.49238515	2010.343182
	100000.01	69.89258102	70.83651972	1447.525461	-1394.459341	99.51273993	2009.937018
	100000.01	71.87721734	68.8422098	1407.528111	-1434.427831	99.52680153	2009.656335
	100000.01	73.80469725	66.79315675	1366.428685	-1473.238739	99.54124334	2009.367993
	100000.01	75.67351357	64.69101309	1324.261274	-1510.861775	99.55605371	2009.07223
	100000.01	77.48220769	62.53747265	1281.060791	-1547.267686	99.57122071	2008.769286
	100000.01	79.22937074	60.3342691	1236.862944	-1582.428276	99.58673213	2008.459408
	100000.01	80.91364464	58.08317446	1191.704199	-1616.31643	99.60257549	2008.142848
	100000.01	82.53372312	55.78599755	1145.621745	-1648.906131	99.61873807	2007.819865
	100000.01	84.0883527	53.44458245	1098.65346	-1680.172482	99.6352069	2007.490721
	100000.01	85.57633362	51.06080689	1050.837878	-1710.09172	99.65196875	2007.155683
	100000.01	86.99652072	48.63658069	1002.214148	-1738.641231	99.66901022	2006.815021
	100000.01	88.34782426	46.17384407	952.8220037	-1765.799571	99.68631765	2006.469012
	100000.01	89.6292107	43.67456607	902.7017244	-1791.546473	99.70387722	2006.117935
	100000.01	90.83970346	41.14074283	851.8940985	-1815.862864	99.7216749	2005.762073
	100000.01	91.97838351	38.57439593	800.4403874	-1838.730871	99.73969648	2005.401713
