"G: 16000, DT: 0.0007"		x	y	vx	vy	p_mag	v_mag
	100000.01	93.0443901	35.97757071	748.3822886	-1860.133838	99.75792762	2005.037143
	100000.01	94.03692124	33.35233453	695.7618989	-1880.056331	99.77635379	2004.668658
	100000.01	94.95523429	30.70077509	642.6216775	-1898.484143	99.79496034	2004.296551
	100000.01	95.79864636	28.02499867	589.0044085	-1915.404308	99.8137325	2003.92112
	100000.01	96.92197964	23.9705757	507.778332	-1937.932403	99.84216863	2003.352399
	100000.01	97.57554773	21.24357807	453.1574266	-1951.03487	99.86128942	2002.969975
	100000.01	98.15230119	18.49985668	398.211247	-1962.594105	99.88052325	2002.585284
	100000.01	98.6518306	15.74157989	342.983585	-1972.602753	99.89985494	2002.198632
	100000.01	99.07378799	12.97092503	287.5183553	-1981.054711	99.91926923	2001.810324
	100000.01	99.41788696	10.19007669	231.8595599	-1987.94513	99.9387508	2001.420669
	100000.01	99.68390278	7.401224891	176.0512517	-1993.270406	99.95828431	2001.029974
	100000.01	99.87167239	4.60656343	120.137499	-1997.028185	99.97785441	2000.638546
	100000.01	99.98109443	1.808288076	64.1623503	-1999.217354	99.99744571	2000.246693
	100000.01	100.0121291	-0.991405139	8.169798897	-1999.838037	100.0170428	1999.854724
	100000.01	99.96479827	-3.790321653	-47.79625137	-1998.89159	100.0366304	1999.462946
	100000.01	99.8391849	-6.586270087	-103.6920206	-1996.380596	100.0561932	1999.071665
	100000.01	99.63543324	-9.377063958	-159.4738864	-1992.308853	100.0757158	1998.681186
	100000.01	99.35374838	-12.16052337	-215.0984176	-1986.681366	100.0951829	1998.291815
	100000.01	98.99439597	-14.93447668	-270.522407	-1979.504342	100.1145795	1997.903855
	100000.01	98.55770191	-17.69676222	-325.7029039	-1970.785176	100.1338904	1997.517607
	100000.01	98.04405188	-20.44522987	-380.5972456	-1960.532437	100.1531005	1997.13337
	100000.01	97.45389102	-23.17774276	-435.1630896	-1948.755862	100.1721949	1996.751443
	100000.01	96.78772333	-25.89217884	-489.3584438	-1935.46634	100.1911589	1996.37212
	100000.01	96.04611122	-28.58643253	-543.1416969	-1920.675899	100.2099776	1995.995694
	100000.01	95.22967494	-31.25841624	-596.4716485	-1904.397689	100.2286365	1995.622456
	100000.01	94.33909195	-33.90606198	-649.3075379	-1886.645973	100.2471212	1995.252692
	100000.01	93.37509628	-36.52732287	-701.6090729	-1867.436103	100.2654174	1994.886686
	100000.01	91.79319707	-40.40532109	-778.9725497	-1835.923498	100.2924773	1994.345337
	100000.01	90.64924611	-42.95181689	-829.7652443	-1813.14245	100.3102407	1993.989946
	100000.01	89.43488689	-45.46495167	-879.8866482	-1788.965362	100.327767	1993.63928
	100000.01	88.15109901	-47.94279195	-929.2989137	-1763.412296	100.3450425	1993.293605
	100000.01	86.79891443	-50.38343339	-977.9648077	-1736.504314	100.3620541	1992.953185
	100000.01	85.37941653	-52.78500216	-1025.847736	-1708.263453	100.3787887	1992.618278
	100000.01	83.89373926	-55.1456563	-1072.911767	-1678.712707	100.3952334	1992.289139
	100000.01	82.34306614	-57.463587	-1119.121656	-1647.876005	100.4113757	1991.966016
	100000.01	80.7286293	-59.73701994	-1164.442864	-1615.778194	100.4272032	1991.649154
	100000.01	79.05170846	-61.96421651	-1208.841585	-1582.445011	100.4427038	1991.338793
	100000.01	77.31362987	-64.14347507	-1252.284763	-1547.903068	100.4578656	1991.035167
	100000.01	75.51576526	-66.2731321	-1294.740115	-1512.179825	100.4726771	1990.738503
	100000.01	73.65953071	-68.35156342	-1336.176148	-1475.303571	100.487127	1990.449026
	100000.01	71.74638558	-70.37718528	-1376.562183	-1437.303398	100.5012042	1990.166953
	100000.01	69.77783126	-72.34845551	-1415.868368	-1398.209179	100.5148981	1989.892495
	100000.01	67.75541007	-74.26387454	-1454.065699	-1358.051546	100.5281983	1989.625859
	100000.01	65.68070405	-76.12198645	-1491.126037	-1316.861864	100.5410946	1989.367243
	100000.01	63.55533366	-77.92137999	-1527.022126	-1274.672207	100.5535772	1989.116841
	100000.01	61.38095663	-79.66068954	-1561.727603	-1231.515335	100.5656368	1988.87484
	100000.01	59.1592666	-81.33859604	-1595.217023	-1187.42467	100.577264	1988.64142
	100000.01	56.89199189	-82.95382788	-1627.465864	-1142.434267	100.5884501	1988.416755
	100000.01	53.40947094	-85.25649812	-1673.461721	-1073.337652	100.6043839	1988.096538
	100000.01	51.03601139	-86.70979917	-1702.508046	-1026.25085	100.614431	1987.894478
	100000.01	48.62327003	-88.09636083	-1730.23547	-978.3881536	100.624009	1987.701728
	100000.01	46.17311459	-89.41513523	-1756.623807	-929.7861677	100.6331105	1987.518432
	100000.01	43.68744003	-90.66512629	-1781.65387	-880.4819934	100.6417286	1987.344725
	100000.01	41.16816712	-91.84539034	-1805.30748	-830.5132017	100.649857	1987.180735
	100000.01	38.61724099	-92.95503682	-1827.567472	-779.9178071	100.6574894	1987.026585
	100000.01	36.03662975	-93.99322877	-1848.417709	-728.7342419	100.6646201	1986.882388
	100000.01	33.428323	-94.95918351	-1867.843091	-677.001329	100.6712437	1986.74825
	100000.01	30.79433039	-95.85217306	-1885.829557	-624.7582563	100.6773553	1986.624272
	100000.01	28.13668016	-96.67152467	-1902.3641	-572.0445494	100.6829502	1986.510543
	100000.01	25.45741763	-97.41662126	-1917.434771	-518.9000455	100.6880242	1986.407148
	100000.01	22.75860375	-98.0869018	-1931.030683	-465.3648665	100.6925735	1986.314164
	100000.01	20.04231359	-98.68186175	-1943.14202	-411.4793918	100.6965946	1986.231658
	100000.01	17.31063482	-99.20105329	-1953.760042	-357.2842322	100.7000847	1986.159692
	100000.01	14.56566623	-99.64408572	-1962.877087	-302.8202023	100.7030409	1986.098319
	100000.01	11.80951617	-100.0106256	-1970.486578	-248.1282938	100.7054612	1986.047583
	100000.01	9.044301092	-100.3003972	-1976.583024	-193.2496487	100.7073436	1986.007522
	100000.01	6.272143965	-100.5131823	-1981.162028	-138.2255318	100.7086869	1985.978166
	100000.01	3.495172782	-100.6488207	-1984.22028	-83.0973039	100.7094898	1985.959536
	100000.01	0.715519012	-100.7072102	-1985.755567	-27.90639485	100.709752	1985.951646
	100000.01	-2.064683925	-100.6883064	-1985.766774	27.30572393	100.7094731	1985.954501
	100000.01	-4.843302196	-100.5921234	-1984.253877	82.49756634	100.7086534	1985.9681
	100000.01	-7.61820309	-100.418733	-1981.217951	137.6276588	100.7072934	1985.992433
	100000.01	-10.38725655	-100.1682652	-1976.661168	192.6545674	100.7053943	1986.027481
	100000.01	-13.1483367	-99.84090785	-1970.586791	247.536925	100.7029574	1986.073219
	100000.01	-15.89932341	-99.43690673	-1962.999179	302.2334583	100.6999846	1986.129613
	100000.01	-18.63810375	-98.9565652	-1953.903779	356.7030151	100.6964781	1986.196621
	100000.01	-22.71878732	-98.0937196	-1937.448174	437.8921196	100.6902236	1986.316927
	100000.01	-25.41786911	-97.42423079	-1924.614274	491.615232	100.6853952	1986.41024
	100000.01	-28.0974284	-96.67991423	-1910.3002	544.9686782	100.6800442	1986.51396
	100000.01	-30.75540368	-95.86132977	-1894.516265	597.9121849	100.6741745	1986.628012
	100000.01	-33.389749	-94.96909336	-1877.273851	650.4057483	100.6677904	1986.752312
	100000.01	-35.99843548	-94.00387663	-1858.585401	702.4096608	100.660897	1986.886767
	100000.01	-38.57945273	-92.96640648	-1838.464415	753.8845376	100.6534992	1987.031278
	100000.01	-41.1308104	-91.85746458	-1816.925441	804.7913437	100.6456028	1987.18574
	100000.01	-43.65053957	-90.67788685	-1793.984066	855.0914206	100.6372136	1987.350036
	100000.01	-46.13669425	-89.42856292	-1769.656912	904.746512	100.6283381	1987.524047
	100000.01	-48.58735279	-88.11043552	-1743.961622	953.7187912	100.6189828	1987.707642
	100000.01	-51.00061929	-86.72449987	-1716.916854	1001.970887	100.6091549	1987.900687
	100000.01	-53.37462504	-85.27180301	-1688.542269	1049.465909	100.5988618	1988.103037
	100000.01	-55.7075299	-83.75344309	-1658.85852	1096.167474	100.5881112	1988.314543
	100000.01	-57.99752367	-82.17056864	-1627.887243	1142.039735	100.5769114	1988.535047
	100000.01	-60.24282747	-80.52437778	-1595.651042	1187.047401	100.5652707	1988.764386
	100000.01	-62.44169505	-78.81611744	-1562.173478	1231.155768	100.5531981	1989.002388
	100000.01	-64.59241415	-77.0470825	-1527.479054	1274.330739	100.5407026	1989.248877
	100000.01	-66.69330779	-75.21861489	-1491.593203	1316.538856	100.5277938	1989.503667
	100000.01	-68.74273557	-73.33210273	-1454.542273	1357.747318	100.5144815	1989.76657
	100000.01	-71.71688374	-70.39664837	-1396.8412	1417.6156	100.4937785	1990.175702
	100000.01	-73.63072136	-68.37139191	-1356.998706	1456.18598	100.4795022	1990.458011
	100000.01	-75.48765771	-66.29329865	-1316.090324	1493.647459	100.4648591	1990.747718
	100000.01	-77.28623223	-64.16395213	-1274.146321	1529.970511	100.4498603	1991.044603
	100000.01	-79.02502763	-61.98497637	-1231.197784	1565.126399	100.4345174	1991.348445
	100000.01	-80.70267097	-59.75803479	-1187.276602	1599.087207	100.418842	1991.659014
	100000.01	-82.31783481	-57.48482902	-1142.415452	1631.825855	100.402846	1991.976076
	100000.01	-83.86923821	-55.16709768	-1096.647772	1663.316124	100.3865419	1992.299391
	100000.01	-85.35564788	-52.80661519	-1050.007744	1693.53268	100.3699419	1992.628716
	100000.01	-86.7758791	-50.40519048	-1002.53027	1722.451092	100.3530589	1992.9638
	100000.01	-88.12879678	-47.9646657	-954.2509541	1750.047857	100.3359057	1993.304389
	100000.01	-89.41331638	-45.48691493	-905.2060741	1776.30042	100.3184957	1993.650224
	100000.01	-90.62840482	-42.97384281	-855.4325616	1801.18719	100.3008421	1994.001043
	100000.01	-91.7730814	-40.42738316	-804.9679767	1824.687567	100.2829586	1994.356578
	100000.01	-92.84641864	-37.84949761	-753.8504832	1846.781955	100.2648589	1994.716557
	100000.01	-93.8475431	-35.24217412	-702.1188232	1867.451787	100.246557	1995.080705
	100000.01	-94.77563616	-32.60742556	-649.8122908	1886.679536	100.228067	1995.448743
	100000.01	-95.62993477	-29.94728823	-596.9707054	1904.448739	100.2094032	1995.820389
	100000.01	-96.40973213	-27.26382035	-543.6343844	1920.744012	100.1905801	1996.195357
	100000.01	-97.11437841	-24.55910051	-489.8441147	1935.551063	100.1716123	1996.573358
	100000.01	-97.74328133	-21.83522617	-435.641125	1948.856715	100.1525144	1996.954102
	100000.01	-98.29590677	-19.09431204	-381.0670553	1960.648913	100.1333014	1997.337293
	100000.01	-98.7717793	-16.33848851	-326.1639282	1970.916746	100.113988	1997.722636
	100000.01	-99.17048272	-13.56990004	-270.9741178	1979.650455	100.0945894	1998.109831
	100000.01	-99.62308222	-9.397804283	-187.7453462	1989.856063	100.0653648	1998.69344
	100000.01	-99.82743445	-6.606763046	-132.0262419	1994.719455	100.0458194	1999.083948
	100000.01	-99.95363327	-3.810549585	-76.1710818	1998.023834	100.026242	1999.47525
	100000.01	-100.0015339	-1.011351261	-20.22343199	1999.764782	100.0066479	1999.867039
	100000.01	-99.97105287	1.788639653	35.77296654	1999.939098	99.98705238	2000.259008
	100000.01	-99.86216789	4.587227685	91.77423154	1998.544801	99.96747088	2000.650852
	100000.01	-99.67491837	7.382215883	147.7363737	1995.581143	99.94791875	2001.042262
	100000.01	-99.40940533	10.17140754	203.6153311	1991.04861	99.92841137	2001.432929
	100000.01	-99.06579154	12.95260795	259.3670043	1984.948933	99.90896409	2001.822547
	100000.01	-98.64430151	15.72362612	314.9472916	1977.285087	99.88959224	2002.210806
	100000.01	-98.14522145	18.48227654	370.3121246	1968.061301	99.8703111	2002.597402
	100000.01	-97.5688992	21.22638094	425.4175042	1957.283051	99.85113589	2002.982026
	100000.01	-96.9157441	23.95377003	480.2195367	1944.957072	99.83208178	2003.364374
	100000.01	-96.18622679	26.66228527	534.6744702	1931.091348	99.81316386	2003.744141
	100000.01	-95.38087897	29.3497806	588.7387315	1915.69512	99.79439711	2004.121026
	100000.01	-94.50029314	32.01412422	642.3689626	1898.778878	99.77579643	2004.494728
	100000.01	-93.54512221	34.65320033	695.5220576	1880.354361	99.75737658	2004.864947
	100000.01	-92.51607917	37.26491087	748.1551999	1860.43455	99.73915223	2005.231388
	100000.01	-91.41393659	39.84717725	800.2258992	1839.033667	99.72113787	2005.593757
	100000.01	-90.23952617	42.39794209	851.6920284	1816.167163	99.70334787	2005.951763
	100000.01	-88.99373814	44.91517092	902.5118612	1791.851714	99.68579641	2006.305117
	100000.01	-87.67752071	47.39685389	952.6441082	1766.105211	99.66849752	2006.653536
	100000.01	-86.29187942	49.84100748	1002.047955	1738.94675	99.65146502	2006.996738
	100000.01	-84.83787637	52.24567614	1050.683097	1710.396622	99.63471254	2007.334445
	100000.01	-83.31662956	54.60893399	1098.509779	1680.476295	99.61825351	2007.666385
	100000.01	-80.91125811	58.07203998	1168.648416	1633.076519	99.59414398	2008.152892
	100000.01	-79.22715217	60.32355428	1214.283933	1599.832254	99.5784758	2008.469245
	100000.01	-77.48014317	62.52717407	1258.976676	1565.302027	99.56314621	2008.778909
	100000.01	-75.67158973	64.68112684	1302.689798	1529.512437	99.54816755	2009.081632
	100000.01	-73.80290132	66.78367845	1345.387194	1492.49117	99.53355188	2009.377166
	100000.01	-71.87553709	68.83313467	1387.033538	1454.266985	99.51931099	2009.66527
	100000.01	-69.89100485	70.8278426	1427.594313	1414.869686	99.50545636	2009.945709
	100000.01	-67.85085982	72.76619217	1467.035847	1374.330107	99.49199918	2010.218252
	100000.01	-65.75670345	74.64661754	1505.325346	1332.68008	99.47895033	2010.482677
	100000.01	-63.61018215	76.46759844	1542.43092	1289.952417	99.46632035	2010.738765
	100000.01	-61.41298599	78.22766154	1578.321624	1246.180879	99.45411947	2010.986308
	100000.01	-59.16684736	79.92538177	1612.967477	1201.400151	99.44235756	2011.225101
	100000.01	-56.87353957	81.55938354	1646.339502	1155.645814	99.43104418	2011.454947
	100000.01	-54.53487541	83.12834199	1678.409746	1108.954314	99.42018848	2011.675656
	100000.01	-52.15270571	84.63098416	1709.151315	1061.362934	99.40979928	2011.887048
	100000.01	-49.72891782	86.06609016	1738.538393	1012.90976	99.39988502	2012.088946
	100000.01	-47.26543406	87.43249419	1766.546277	963.6336529	99.39045376	2012.281185
	100000.01	-44.76421016	88.72908568	1793.151394	913.5742091	99.38151316	2012.463604
	100000.01	-42.22723363	89.95481021	1818.331328	862.7717316	99.37307049	2012.636053
	100000.01	-39.65652211	91.10867049	1842.064845	811.2671931	99.36513264	2012.798389
	100000.01	-37.05412176	92.18972727	1864.33191	759.1022002	99.35770606	2012.950476
	100000.01	-34.42210544	93.19710018	1885.113709	706.3189571	99.3507968	2013.09219
	100000.01	-31.76257111	94.12996852	1904.392671	652.9602279	99.3444105	2013.223412
	100000.01	-29.07763996	94.98757203	1922.152483	599.0692993	99.33855236	2013.344033
	100000.01	-26.36945471	95.76921153	1938.378107	544.6899413	99.33322716	2013.453952
	100000.01	-22.26831062	96.79786097	1959.810226	462.3019297	99.32624802	2013.598569
	100000.01	-19.51148928	97.38693827	1972.143098	406.8958096	99.32227323	2013.681355
	100000.01	-16.73905645	97.89809445	1982.899407	351.1576916	99.31884467	2013.753158
	100000.01	-13.95322901	98.3309124	1992.070028	295.1330284	99.31596515	2013.813919
	100000.01	-11.15623523	98.68503893	1999.647182	238.8675339	99.313637	2013.863588
	100000.01	-8.350312819	98.96018511	2005.62444	182.4071421	99.31186214	2013.902123
	100000.01	-5.537707076	99.15612647	2009.996733	125.7979648	99.31064201	2013.929491
	100000.01	-2.720668961	99.27270326	2012.760357	69.08624906	99.30997761	2013.945671
	100000.01	0.098546816	99.30982059	2013.912975	12.3183355	99.30986949	2013.950648
	100000.01	2.917683711	99.26744848	2013.453621	-44.45938469	99.31031773	2013.944418
	100000.01	5.734485269	99.14562193	2011.3827	-101.2005121	99.31132196	2013.926987
	100000.01	8.546697044	98.94444085	2007.701989	-157.8586818	99.31288137	2013.898369
	100000.01	11.35206851	98.66406999	2002.414634	-214.3876057	99.31499467	2013.858587
	100000.01	14.14835499	98.3047388	1995.525145	-270.7411149	99.31766016	2013.807676
	100000.01	16.93331953	97.86674116	1987.039397	-326.8732023	99.32087563	2013.745678
	100000.01	19.70473486	97.35043519	1976.964615	-382.7380643	99.32463847	2013.672643
	100000.01	22.46038519	96.75624287	1965.309374	-438.2901428	99.32894561	2013.588634
	100000.01	25.19806819	96.08464964	1952.083588	-493.4841665	99.33379353	2013.49372
	100000.01	27.91559678	95.33620401	1937.298498	-548.2751921	99.33917827	2013.38798
	100000.01	30.61080101	94.51151702	1920.96666	-602.6186451	99.34509543	2013.271501
	100000.01	34.60704945	93.13302297	1893.599423	-683.1981348	99.3549588	2013.076865
	100000.01	37.237078	92.12081104	1873.46417	-736.2304232	99.36218498	2012.933986
	100000.01	39.83734838	91.03498028	1851.836284	-788.662607	99.36992483	2012.780746
	100000.01	42.40579002	89.87641543	1828.734066	-840.4522606	99.37817204	2012.617272
	100000.01	44.94035924	88.64606003	1804.177043	-891.5575409	99.3869199	2012.443702
	100000.01	47.439041	87.34491553	1778.185953	-941.9372245	99.39616129	2012.260177
	100000.01	49.89985051	85.97404042	1750.78272	-991.5507438	99.4058887	2012.06685
	100000.01	52.32083492	84.53454927	1721.990433	-1040.358222	99.41609421	2011.863882
	100000.01	54.70007489	83.02761172	1691.833323	-1088.320507	99.42676954	2011.65144
	100000.01	57.03568619	81.4544514	1660.336738	-1135.399205	99.43790602	2011.4297
	100000.01	59.32582123	79.8163449	1627.527117	-1181.556716	99.44949461	2011.198844
	100000.01	61.56867054	78.11462057	1593.431967	-1226.75626	99.46152592	2010.959063
	100000.01	63.76246426	76.35065736	1558.079829	-1270.961912	99.47399021	2010.710555
	100000.01	65.90547355	74.52588359	1521.500257	-1314.138629	99.48687737	2010.453524
	100000.01	67.99601198	72.64177569	1483.723784	-1356.252282	99.50017698	2010.18818
	100000.01	70.03243686	70.69985688	1444.781893	-1397.269679	99.5138783	2009.914743
	100000.01	72.01315056	68.70169584	1404.706987	-1437.158595	99.52797026	2009.633436
	100000.01	73.93660172	66.64890533	1363.532358	-1475.887796	99.54244148	2009.344489
	100000.01	75.80128653	64.54314077	1321.292152	-1513.427063	99.5572803	2009.048139
	100000.01	77.60574982	62.38609881	1278.021342	-1549.747215	99.57247476	2008.744628
	100000.01	79.34858622	60.17951581	1233.755688	-1584.820133	99.58801263	2008.434204
	100000.01	81.02844124	57.92516639	1188.531706	-1618.618777	99.60388141	2008.117119
	100000.01	82.64401225	55.62486188	1142.386635	-1651.117209	99.62006836	2007.793631
	100000.01	84.1940495	53.28044872	1095.3584	-1682.290611	99.63656049	2007.464003
	100000.01	85.67735699	50.89380693	1047.485576	-1712.115298	99.65334457	2007.128502
	100000.01	87.0927934	48.46684846	998.8073554	-1740.56874	99.67040715	2006.7874
	100000.01	88.4392729	46.00151559	949.3635104	-1767.629573	99.68773459	2006.440974
	100000.01	90.32746126	42.23588318	873.8505254	-1805.565855	99.71419199	2005.911962
	100000.01	91.49716882	39.68329583	822.6700961	-1829.059477	99.73212056	2005.553454
	100000.01	92.59456664	37.09934688	770.8672828	-1851.095091	99.75026471	2005.190615
	100000.01	93.61882734	34.48609439	718.4840143	-1871.656736	99.76860999	2004.823737
	100000.01	94.5691827	31.84561749	665.5625976	-1890.729677	99.78714181	2004.453113
	100000.01	95.44492406	29.18001467	612.1456809	-1908.300414	99.80584545	2004.079041
	100000.01	96.24540279	26.49140199	558.2762165	-1924.356683	99.82470605	2003.701819
	100000.01	96.97003068	23.78191138	503.997424	-1938.88747	99.84370866	2003.321748
	100000.01	97.61828027	21.05368889	449.3527533	-1951.883004	99.86283823	2002.93913
	100000.01	98.18968516	18.30889291	394.3858481	-1963.334767	99.88207963	2002.55427
	100000.01	98.68384018	15.54969247	339.1405091	-1973.235492	99.90141766	2002.167474
	100000.01	99.10040165	12.77826546	283.6606577	-1981.579164	99.92083704	2001.779047
	100000.01	99.43908744	9.996796849	227.9902996	-1988.361018	99.94032248	2001.389297
	100000.01	99.69967709	7.207476989	172.1734893	-1993.57754	99.95985863	2000.998531
	100000.01	99.88201185	4.412499835	116.2542941	-1997.226461	99.97943012	2000.607057
	100000.01	99.98599463	1.614061216	60.27675897	-1999.306754	99.99902157	2000.215184
	100000.01	100.0115899	-1.185642901	4.284871464	-1999.818629	100.0186176	1999.823219
	100000.01	99.9588238	-3.984418139	-51.67747288	-1998.763528	100.0382029	1999.431469
	100000.01	99.82778353	-6.780073423	-107.5665047	-1996.144117	100.0577621	1999.040241
	100000.01	99.61861757	-9.57042269	-163.3386147	-1991.964278	100.0772799	1998.649841
	100000.01	99.15885738	-13.74123271	-246.6826397	-1982.78018	100.1064457	1998.066457
	100000.01	98.75542524	-16.50880103	-301.9730039	-1974.724159	100.1257935	1997.679454
	100000.01	98.27486406	-19.26347591	-356.9955508	-1965.130745	100.1450469	1997.294337
	100000.01	97.71759343	-22.00311458	-411.707797	-1954.009173	100.1641908	1996.911404
	100000.01	97.08409205	-24.72558843	-466.0675962	-1941.369836	100.1832104	1996.530953
	100000.01	96.37489725	-27.42878462	-520.0331704	-1927.224274	100.202091	1996.153276
	100000.01	95.59060443	-30.11060763	-573.5631391	-1911.585155	100.2208179	1995.778665
	100000.01	94.73186648	-32.76898086	-626.6165494	-1894.466264	100.2393767	1995.407408
	100000.01	93.79939313	-35.40184816	-679.1529045	-1875.882486	100.2577528	1995.039791
	100000.01	92.79395034	-38.00717536	-731.1321919	-1855.84979	100.2759323	1994.676095
	100000.01	91.7163595	-40.58295178	-782.5149111	-1834.385214	100.293901	1994.3166
	100000.01	90.56749678	-43.12719168	-833.2621004	-1811.506845	100.3116451	1993.961579
	100000.01	89.34829228	-45.63793574	-883.3353637	-1787.233803	100.3291509	1993.611304
	100000.01	88.05972925	-48.11325246	-932.6968957	-1761.586221	100.3464049	1993.266042
	100000.01	86.70284321	-50.5512396	-981.3095071	-1734.585228	100.363394	1992.926056
	100000.01	85.27872109	-52.9500255	-1029.136649	-1706.252928	100.380105	1992.591603
	100000.01	83.78850028	-55.30777046	-1076.142438	-1676.612379	100.3965251	1992.262938
	100000.01	82.2333677	-57.62266805	-1122.291676	-1645.687574	100.4126418	1991.94031
	100000.01	80.61455879	-59.89294637	-1167.549877	-1613.503421	100.4284428	1991.623962
	100000.01	78.93335651	-62.11686935	-1211.883285	-1580.08572	100.4439158	1991.314134
	100000.01	77.19109028	-64.29273796	-1255.258898	-1545.461139	100.4590492	1991.011058
	100000.01	75.38913494	-66.41889139	-1297.644486	-1509.657199	100.4738314	1990.714965
	100000.01	73.5289096	-68.49370821	-1339.008614	-1472.702241	100.4882511	1990.426075
	100000.01	71.61187652	-70.51560755	-1379.320658	-1434.625413	100.5022973	1990.144606
	100000.01	69.63953998	-72.48305013	-1418.550824	-1395.456641	100.5159594	1989.87077
	100000.01	67.61344507	-74.39453939	-1456.67017	-1355.226608	100.5292268	1989.60477
	100000.01	65.53517651	-76.24862249	-1493.650616	-1313.966727	100.5420896	1989.346808
	100000.01	62.32350876	-78.91904277	-1546.926602	-1250.216397	100.5606039	1988.975352
	100000.01	60.12198796	-80.62355013	-1580.942786	-1206.523921	100.5724131	1988.73831
	100000.01	57.87413399	-82.26592484	-1613.728848	-1161.916963	100.5837849	1988.50995
	100000.01	55.5816943	-83.84492269	-1645.260801	-1116.42993	100.5947106	1988.290444
	100000.01	53.2464489	-85.35934827	-1675.515608	-1070.097824	100.6051821	1988.079954
	100000.01	50.87020906	-86.8080558	-1704.471193	-1022.95622	100.6151913	1987.878637
	100000.01	48.45481594	-88.18994986	-1732.106454	-975.0412392	100.6247308	1987.686642
	100000.01	46.0021392	-89.50398613	-1758.401277	-926.3895204	100.6337933	1987.504112
	100000.01	43.51407562	-90.74917215	-1783.336542	-877.0381979	100.6423719	1987.331181
	100000.01	40.99254767	-91.92456791	-1806.89414	-827.0248736	100.6504603	1987.167978
	100000.01	38.43950213	-93.0292865	-1829.056977	-776.3875916	100.6580522	1987.014624
	100000.01	35.85690863	-94.06249475	-1849.808987	-725.1648113	100.665142	1986.871232
	100000.01	33.2467582	-95.02341371	-1869.13514	-673.3953815	100.6717243	1986.737907
	100000.01	30.61106181	-95.91131921	-1887.02145	-621.1185139	100.6777943	1986.614749
	100000.01	27.95184891	-96.72554233	-1903.454981	-568.3737561	100.6833472	1986.501848
	100000.01	25.27116597	-97.46546986	-1918.423857	-515.2009656	100.6883789	1986.399288
	100000.01	22.57107495	-98.13054467	-1931.917265	-461.6402825	100.6928857	1986.307143
	100000.01	19.85365182	-98.72026611	-1943.925462	-407.732103	100.6968641	1986.225483
	100000.01	17.12098507	-99.23419032	-1954.439782	-353.5170525	100.7003111	1986.154367
	100000.01	14.3751742	-99.67193053	-1963.452638	-299.0359585	100.7032242	1986.093847
	100000.01	11.61832817	-100.0331573	-1970.957528	-244.3298239	100.7056012	1986.043968
	100000.01	8.852563914	-100.3175988	-1976.949037	-189.4397997	100.7074403	1986.004767
	100000.01	6.080004811	-100.525041	-1981.422839	-134.4071582	100.70874	1985.976272
	100000.01	3.302779135	-100.6553274	-1984.375703	-79.27326588	100.7094995	1985.958505
	100000.01	-0.867145664	-100.7058913	-1985.948863	3.526770758	100.7096246	1985.951995
	100000.01	-3.646708174	-100.6429858	-1985.092425	58.73243918	100.7090318	1985.961086
	100000.01	-6.423471763	-100.5028349	-1982.712361	113.8942262	100.7078985	1985.980916
	100000.01	-9.19530504	-100.2855434	-1978.810368	168.9706776	100.7062255	1986.011471
	100000.01	-11.96008014	-99.99127438	-1973.389239	223.9203938	100.7040142	1986.052727
	100000.01	-14.71567427	-99.62024857	-1966.452862	278.7020578	100.7012661	1986.104654
	100000.01	-17.45997119	-99.17274456	-1958.006214	333.2744616	100.6979834	1986.167214
	100000.01	-20.19086282	-98.64909844	-1948.055364	387.5965339	100.6941685	1986.240361
	100000.01	-22.90625069	-98.04970365	-1936.607464	441.6273664	100.6898242	1986.324042
	100000.01	-25.60404747	-97.37501069	-1923.67075	495.3262416	100.684954	1986.418194
	100000.01	-28.28217851	-96.62552686	-1909.254537	548.6526593	100.6795613	1986.522748
	100000.01	-30.93858334	-95.80181588	-1893.369211	601.5663636	100.6736503	1986.637627
	100000.01	-33.57121711	-94.90449756	-1876.026228	654.0273699	100.6672254	1986.762746
	100000.01	-36.17805218	-93.93424738	-1857.238104	705.9959918	100.6602915	1986.898013
	100000.01	-38.75707948	-92.89179603	-1837.018411	757.4328675	100.6528538	1987.043329
	100000.01	-41.3063101	-91.77792896	-1815.381768	808.2989868	100.6449179	1987.198585
	100000.01	-43.82377665	-90.59348581	-1792.343836	858.5557175	100.6364898	1987.363667
	100000.01	-46.30753475	-89.3393599	-1767.921305	908.164832	100.6275758	1987.538453
	100000.01	-48.75566449	-88.01649764	-1742.13189	957.0885337	100.6181826	1987.722813
	100000.01	-51.1662718	-86.62589783	-1714.994317	1005.289483	100.6083175	1987.916611
	100000.01	-53.5374899	-85.16861108	-1686.528318	1052.730824	100.5979877	1988.119703
	100000.01	-55.86748064	-83.64573905	-1656.754613	1099.376209	100.5872012	1988.331938
	100000.01	-58.15443595	-82.05843373	-1625.694905	1145.189827	100.5759662	1988.553159
	100000.01	-60.39657915	-80.40789665	-1593.371865	1190.136428	100.564291	1988.7832
	100000.01	-62.5921663	-78.69537809	-1559.809119	1234.181347	100.5521845	1989.021891
	100000.01	-64.73948751	-76.92217621	-1525.031235	1277.290531	100.539656	1989.269054
	100000.01	-66.83686829	-75.08963619	-1489.063711	1319.430565	100.526715	1989.524504
	100000.01	-68.8826708	-73.19914928	-1451.932957	1360.568695	100.5133712	1989.78805
