"G: 16000, DT: 0.0007",,x,y,vx,vy,p_mag,v_mag
,1,226.0991335,-350.3223643,1807.33777,-3605.564409,416.9491301,4033.182927
,1,228.6152584,-355.3440012,1793.884076,-3580.706937,422.5331887,4004.93224
,1,231.1128038,-360.3314647,1780.6732,-3556.445101,428.0793063,3977.32307
,1,233.5921013,-365.2855705,1767.697275,-3532.761893,433.5883045,3950.336726
,1,236.0534723,-370.2071118,1754.949183,-3509.641017,439.0609837,3923.955492
,1,238.4972291,-375.0968591,1742.422474,-3487.066822,444.4981237,3898.162529
,1,240.9236752,-379.9555621,1730.111305,-3465.024247,449.900485,3872.941797
,1,243.3331068,-384.7839497,1718.010366,-3443.498769,455.2688094,3848.277977
,1,245.7258133,-389.582731,1706.114826,-3422.476355,460.6038206,3824.156404
,1,248.1020773,-394.3525961,1694.42028,-3401.943426,465.9062253,3800.563005
,1,250.4621762,-399.0942163,1682.922697,-3381.886813,471.1767133,3777.484244
,1,252.8063817,-403.8082451,1671.618374,-3362.293729,476.4159584,3754.907071
,1,255.1349607,-408.4953183,1660.503899,-3343.151742,481.6246186,3732.818877
,1,257.4481758,-413.1560547,1649.576106,-3324.448745,486.8033368,3711.207457
,1,259.7462851,-417.7910565,1638.832047,-3306.172937,491.9527411,3690.060971
,1,262.029543,-422.4009096,1628.268958,-3288.312804,497.0734451,3669.367915
,1,264.2982001,-426.9861841,1617.88423,-3270.857101,502.1660482,3649.117093
,1,266.5525035,-431.5474347,1607.675385,-3253.794841,507.2311362,3629.297592
,1,269.9075775,-438.3454419,1592.686736,-3228.915718,514.778425,3600.353837
,1,272.1270559,-442.8489609,1582.907413,-3212.79057,519.7771991,3581.566574
,1,274.3330197,-447.3302802,1573.296017,-3197.022267,524.7504028,3563.17439
,1,276.5257018,-451.7898889,1563.850409,-3181.60085,529.6985629,3545.167425
,1,278.7053322,-456.2282625,1554.56848,-3166.516571,534.6221934,3527.536018
,1,280.8721376,-460.645863,1545.448146,-3151.759887,539.5217964,3510.270696
,1,283.0263423,-465.043139,1536.487333,-3137.321457,544.3978615,3493.36217
,1,285.1681674,-469.4205266,1527.683969,-3123.192141,549.2508666,3476.801326
,1,287.297831,-473.7784491,1519.035984,-3109.362995,554.0812779,3460.579223
,1,289.4155487,-478.1173176,1510.541296,-3095.82527,558.8895501,3444.687085
,1,291.5215327,-482.437531,1502.197811,-3082.570413,563.6761263,3429.116302
,1,293.6159925,-486.7394765,1494.00342,-3069.59006,568.4414386,3413.858427
,1,295.6991348,-491.02353,1485.955998,-3056.876042,573.1859081,3398.905172
,1,297.7711629,-495.2900557,1478.053396,-3044.420378,577.9099452,3384.248407
,1,299.8322773,-499.5394073,1470.293447,-3032.215277,582.6139493,3369.880162
,1,301.8826755,-503.7719275,1462.673965,-3020.253135,587.2983098,3355.792623
,1,303.9225517,-507.9879487,1455.19274,-3008.526537,591.9634055,3341.978132
,1,305.9520973,-512.187793,1447.847546,-2997.028254,596.6096053,3328.429189
,1,307.9715003,-516.3717726,1440.636137,-2985.751238,601.2372681,3315.138449
,1,309.9809456,-520.5401901,1433.556252,-2974.688629,605.8467431,3302.098721
,1,312.9768396,-526.7642762,1423.178046,-2958.482162,612.7275943,3282.994435
,1,314.9621788,-530.895051,1416.416982,-2947.926734,617.2930659,3270.551803
,1,316.9381825,-535.0112501,1409.779424,-2937.563112,621.8414985,3258.336241
,1,318.905021,-539.1131357,1403.263059,-2927.385237,626.3731998,3246.341255
,1,320.8628616,-543.2009616,1396.865574,-2917.387222,630.8884692,3234.560501
,1,322.8118683,-547.2749737,1390.58465,-2907.56335,635.3875975,3222.987791
,1,324.7522019,-551.3354098,1384.417972,-2897.908071,639.8708672,3211.617086
,1,326.6840199,-555.3825004,1378.363225,-2888.416002,644.3385528,3200.442498
,1,328.6074766,-559.4164684,1372.418101,-2879.08192,648.7909207,3189.458284
,1,330.5227229,-563.4375297,1366.5803,-2869.900762,653.2282298,3178.658853
,1,332.4299068,-567.4458932,1360.847531,-2860.867623,657.6507315,3168.038756
,1,334.329173,-571.4417612,1355.217515,-2851.977749,662.0586699,3157.59269
,1,336.2206628,-575.4253293,1349.687987,-2843.226538,666.4522817,3147.315492
,1,338.1045146,-579.3967871,1344.2567,-2834.609533,670.8317969,3137.202142
,1,339.9808637,-583.3563178,1338.921423,-2826.122424,675.1974386,3127.247757
,1,341.849842,-587.3040989,1333.679945,-2817.761039,679.5494236,3117.447589
,1,343.7115786,-591.2403022,1328.530077,-2809.521345,683.8879618,3107.797026
,1,345.5661996,-595.1650939,1323.469651,-2801.399442,688.2132572,3098.291586
,1,347.4138277,-599.0786351,1318.496526,-2793.391563,692.5255076,3088.926919
,1,349.2545832,-602.9810814,1313.608583,-2785.494065,696.8249051,3079.6988
,1,351.0885829,-606.8725837,1308.803733,-2777.703434,701.1116358,3070.603129
,1,353.8271646,-612.6896354,1301.747749,-2766.210468,707.5183755,3057.199299
,1,355.6447683,-616.5544066,1297.141664,-2758.672409,711.7742181,3048.417615
,1,357.4560035,-620.4087251,1292.611576,-2751.229845,716.018003,3039.754981
,1,359.2609744,-624.2527213,1288.155524,-2743.879781,720.2498926,3031.20783
,1,361.0597828,-628.0865218,1283.77158,-2736.619333,724.4700447,3022.772708
,1,362.8525275,-631.9102491,1279.457846,-2729.445717,728.6786121,3014.446268
,1,364.6393049,-635.7240219,1275.212455,-2722.356254,732.8757431,3006.22527
,1,366.4202088,-639.5279554,1271.033574,-2715.348362,737.0615817,2998.106581
,1,368.1953303,-643.322161,1266.919401,-2708.419557,741.2362674,2990.087167
,1,369.9647583,-647.1067471,1262.86817,-2701.567449,745.3999359,2982.164096
,1,371.7285789,-650.8818185,1258.878144,-2694.789738,749.5527187,2974.334532
,1,373.4868761,-654.6474771,1254.947622,-2688.084212,753.6947432,2966.595737
,1,375.2397315,-658.4038217,1251.074934,-2681.448748,757.8261335,2958.945062
,1,376.9872242,-662.1509483,1247.258446,-2674.881304,761.9470097,2951.379952
,1,378.7294314,-665.88895,1243.496557,-2668.379921,766.0574886,2943.897942
,1,380.4664277,-669.6179173,1239.787696,-2661.94272,770.1576837,2936.49665
,1,382.1982858,-673.3379381,1236.130329,-2655.567896,774.2477049,2929.173782
,1,383.9250762,-677.0490981,1232.522955,-2649.253723,778.3276594,2921.927125
,1,385.6468673,-680.7514803,1228.964105,-2642.998545,782.3976509,2914.754549
,1,387.3637257,-684.4451656,1225.452343,-2636.800779,786.4577806,2907.654001
,1,389.9299046,-689.9695589,1220.269932,-2627.60848,792.5296983,2897.133934
,1,391.6347086,-693.6418423,1216.869829,-2621.54776,796.5655971,2890.204982
,1,393.3347971,-697.3056959,1213.51205,-2615.539438,800.5919661,2883.341473
,1,395.0302278,-700.9611916,1210.195309,-2609.582227,804.6088945,2876.541688
,1,396.721057,-704.6083998,1206.918351,-2603.674899,808.6164691,2869.80398
,1,398.4073391,-708.2473889,1203.679954,-2597.816285,812.6147745,2863.126767
,1,400.0891267,-711.878226,1200.478928,-2592.005276,816.6038929,2856.508534
,1,401.7664711,-715.5009767,1197.314115,-2586.240816,820.5839048,2849.947833
,1,403.4394216,-719.115705,1194.184391,-2580.521905,824.5548885,2843.443276
,1,405.1080263,-722.7224738,1191.088661,-2574.847595,828.5169202,2836.993538
,1,406.7723316,-726.3213445,1188.025865,-2569.216988,832.4700747,2830.597355
,1,408.4323827,-729.9123774,1184.994974,-2563.629237,836.4144247,2824.253521
,1,410.088223,-733.4956317,1181.994988,-2558.083543,840.3500416,2817.960888
,1,411.7398948,-737.0711655,1179.024942,-2552.579153,844.2769948,2811.718362
,1,413.3874392,-740.6390358,1176.0839,-2547.115359,848.1953526,2805.524905
,1,415.851103,-745.9765948,1171.724755,-2538.994342,854.0569184,2796.324582
,1,417.4884993,-749.5255501,1168.852341,-2533.629219,857.9540765,2790.249597
,1,419.1219016,-753.0670347,1166.005906,-2528.302546,861.8428668,2784.220454
,1,420.7513453,-756.6011018,1163.184655,-2523.013798,865.7233518,2778.236341
,1,422.3768651,-760.127804,1160.387824,-2517.762486,869.5955925,2772.296492
,1,423.9984942,-763.6471932,1157.614679,-2512.548158,873.4596492,2766.400187
,1,425.6162651,-767.1593208,1154.864518,-2507.370394,877.3155809,2760.546748
,1,427.2302092,-770.6642375,1152.136667,-2502.228807,881.163446,2754.735541
,1,428.8403572,-774.1619937,1149.430483,-2497.123039,885.0033019,2748.965971
,1,430.4467387,-777.652639,1146.745354,-2492.052764,888.8352051,2743.237482
,1,432.0493825,-781.136223,1144.080694,-2487.01768,892.6592115,2737.549557
,1,433.6483168,-784.6127945,1141.435951,-2482.017512,896.4753761,2731.901711
,1,435.2435688,-788.0824022,1138.810597,-2477.052011,900.2837536,2726.293499
,1,436.8351653,-791.5450944,1136.204136,-2472.120948,904.0843977,2720.724502
,1,438.423132,-795.0009191,1133.616099,-2467.224116,907.8773618,2715.194339
,1,440.0074944,-798.449924,1131.046044,-2462.361328,911.6626987,2709.702652
,1,442.3773339,-803.6107479,1127.22378,-2455.130614,917.3265175,2701.53656
,1,443.9527925,-807.0429106,1124.696927,-2450.352233,921.0930146,2696.139693
,1,445.5247311,-810.4684187,1122.186723,-2445.607371,924.8520658,2690.780269
,1,447.0931725,-813.887319,1119.692845,-2440.895912,928.6037222,2685.458047
,1,448.6581394,-817.2996583,1117.214996,-2436.217747,932.3480345,2680.172803
,1,450.2196538,-820.705483,1114.752901,-2431.572777,936.0850531,2674.924336
,1,451.7777376,-824.1048396,1112.30631,-2426.960915,939.8148279,2669.712458
,1,453.3324122,-827.4977742,1109.874995,-2422.382075,943.537409,2664.537
,1,454.8836988,-830.884333,1107.45875,-2417.836181,947.2528461,2659.397804
,1,456.4316184,-834.2645621,1105.057391,-2413.323157,950.9611884,2654.294727
,1,457.9761915,-837.6385075,1102.670754,-2408.842932,954.6624854,2649.227635
,1,459.5174386,-841.0062148,1100.298693,-2404.395436,958.3567862,2644.196405
,1,461.05538,-844.36773,1097.941081,-2399.980598,962.0441398,2639.200919
,1,462.5900358,-847.7230986,1095.597811,-2395.598347,965.7245949,2634.241068
,1,464.121426,-851.0723663,1093.26879,-2391.248609,969.3982003,2629.316747
,1,465.6495705,-854.4155783,1090.953941,-2386.931306,973.0650045,2624.427854
,1,467.174489,-857.7527801,1088.653203,-2382.646356,976.725056,2619.574289
,1,468.6962013,-861.0840169,1086.366527,-2378.393673,980.3784031,2614.755953
,1,470.2147269,-864.4093337,1084.093878,-2374.173164,984.025094,2609.972748
,1,472.4865833,-869.3863072,1080.711155,-2367.902503,989.4827551,2602.863589
,1,473.9972282,-872.6970203,1078.473491,-2363.76197,993.1130155,2598.167763
,1,475.504755,-876.0019701,1076.249815,-2359.653225,996.7367876,2593.506701
,1,477.0091833,-879.301201,1074.040136,-2355.576137,1000.354119,2588.880289
,1,478.5105329,-882.5947569,1071.84447,-2351.530565,1003.965057,2584.288406
,1,480.0088232,-885.8826821,1069.662838,-2347.51636,1007.569649,2579.730925
,1,481.504074,-889.1650201,1067.495269,-2343.533361,1011.167942,2575.207712
,1,483.7412942,-894.0781464,1064.270351,-2337.616994,1016.553674,2568.48683
,1,485.2290326,-897.3467065,1062.138083,-2333.711235,1020.136425,2564.048641
,1,486.7138007,-900.6098306,1060.019999,-2329.836032,1023.713041,2559.644181
,1,488.1956184,-903.8675613,1057.91614,-2325.991176,1027.283569,2555.273275
,1,489.6745056,-907.1199409,1055.826544,-2322.176444,1030.848053,2550.935736
,1,491.1504825,-910.3670112,1053.751251,-2318.391603,1034.406541,2546.631368
,1,492.623569,-913.6088139,1051.690299,-2314.63641,1037.959077,2542.359966
,1,494.0937852,-916.8453902,1049.643723,-2310.91061,1041.505707,2538.121311
,1,495.5611514,-920.076781,1047.611556,-2307.213937,1045.046476,2533.915177
,1,497.0256877,-923.3030268,1045.59383,-2303.546115,1048.581429,2529.741323
,1,498.4874144,-926.5241677,1043.59057,-2299.90686,1052.11061,2525.599501
,1,499.9463517,-929.7402433,1041.601798,-2296.295875,1055.634063,2521.489451
,1,501.40252,-932.9512929,1039.627532,-2292.712857,1059.151831,2517.410902
,1,502.8559395,-936.1573554,1037.667783,-2289.157493,1062.663959,2513.363574
,1,504.3066306,-939.3584691,1035.722559,-2285.629461,1066.170489,2509.347177
,1,505.7546137,-942.5546719,1033.79186,-2282.128432,1069.671463,2505.361409
,1,507.9215552,-947.33985,1030.923031,-2276.926782,1074.9126,2499.439511
,1,509.362857,-950.5239385,1029.028605,-2273.491775,1078.399869,2495.528946
,1,510.8015219,-953.7032451,1027.148656,-2270.082566,1081.881728,2491.647892
,1,512.2375699,-956.8778055,1025.283153,-2266.698797,1085.358219,2487.796009
,1,513.6710214,-960.047655,1023.432061,-2263.340106,1088.82938,2483.972951
,1,515.1018965,-963.2128283,1021.595337,-2260.006128,1092.295251,2480.178366
,1,516.5302152,-966.3733597,1019.772929,-2256.696491,1095.755873,2476.411896
,1,517.9559975,-969.5292827,1017.964779,-2253.410824,1099.211283,2472.673175
,1,519.3792633,-972.6806307,1016.170821,-2250.148751,1102.66152,2468.961834
,1,520.8000324,-975.8274361,1014.390985,-2246.909894,1106.106622,2465.277498
,1,522.2183245,-978.9697311,1012.625188,-2243.693876,1109.546625,2461.619788
,1,523.6341591,-982.1075474,1010.873346,-2240.500317,1112.981566,2457.988322
,1,525.0475557,-985.2409159,1009.135364,-2237.328838,1116.411482,2454.382715
,1,526.4585335,-988.3698671,1007.411142,-2234.179061,1119.836408,2450.80258
,1,527.8671118,-991.494431,1005.700572,-2231.050606,1123.25638,2447.247525
,1,529.2733096,-994.6146372,1004.003542,-2227.943098,1126.671431,2443.717161
,1,530.6771456,-997.7305145,1002.319931,-2224.856162,1130.081595,2440.211095
