G: 16000, DT: 0.0007

	100000	99.9803999925004	-1.399999999136037	-28.000010713727622	-1999.999998765767	1	-909.6057155496508	116.62723913825171	3966.099756030293	-0.3597148863769847	100000	-99.98040001152141	1.400000001654041	27.999983540841594	2000.000002362916
	100000	99.88239612097806	-4.198901964495924	-84.00276647728846	-1998.8234968322301	1	-904.0474207658681	116.62597418211539	3971.5866723073873	-1.0855234844605026	100000	-99.88239623559237	4.19890197966349	84.00268443523967	1998.823507687465
	100000	99.70601920080382	-6.9945090837922965	-139.97251158845313	-1996.0776902111004	1	-898.4813701991893	116.62368417436407	3977.144247623308	-1.8198260150829508	100000	-99.70601948856925	6.994509121859941	139.97237397065118	1996.0777084093606
	100000	99.4513616966346	-9.784624553308339	-195.86519367453596	-1991.7628943735806	1	-892.9074638222262	116.62035723153105	3982.7735345186893	-2.562615475864666	100000	-99.45136223610926	9.784624624645412	195.86499976386506	1991.7629199997355
	100000	99.11857779410226	-12.567053314049918	-251.63671790145946	-1985.8806662243153	1	-887.3256001286377	116.61598147111593	3988.4755907107788	-3.3138933960004917	100000	-99.11857866485931	12.567053429144597	251.63646697022662	1985.8806993632495
	100000	98.4734041655227	-16.721491197553217	-334.97036679843643	-1974.1248613320238	1	-878.9376589136232	116.60742527011435	3997.167445334251	-4.456754342864488	100000	-98.47340568466008	16.721491398209906	334.9700289486573	1974.1249058995675
	100000	97.94638394123636	-19.47512699378428	-390.2461217538686	-1964.3390491055025	1	-873.3354480601536	116.6003753593397	4003.0560911813604	-5.229329115326619	100000	-97.94638599512773	19.475127264940074	390.24572501763095	1964.3391013987937
	100000	97.34226289578363	-22.213432321245072	-445.24656431595116	-1953.0010865590043	1	-867.7249128508463	116.5922348370122	4009.0212575638952	-6.010486068316088	100000	-97.34226556767254	22.21343267380609	445.2461079280497	1953.001146663865
	100000	96.66147251597818	-24.934241603898588	-499.92784925019964	-1940.118158578052	1	-862.1059450141669	116.58299162801852	4015.0640335971616	-6.800283765661302	100000	-96.6614758901909	24.934242048891694	499.92733243453785	1940.11822658089
	100000	95.90450551236302	-27.635400640933607	-554.2462863706581	-1925.6987036896965	1	-856.4784347438767	116.57263355730548	4021.1855179644294	-7.598798015071535	100000	-95.9045096743239	27.635401189507423	554.2457083401526	1925.698779677677
	100000	95.07191556364104	-30.31476836062887	-608.1583772222644	-1909.7524127948022	1	-850.8422706843282	116.56114832384242	4027.3868201772	-8.406123679561482	100000	-95.07192059988799	30.314769024055025	608.1577371787367	1909.7524968560394
	100000	94.16431700958648	-32.97021857126996	-661.6208519162348	-1892.2902267823715	1	-845.1973399138274	116.54852347197817	4033.669061996148	-9.22237655492367	100000	-94.16432300778659	32.97021936094463	661.6201490502889	1892.2903190061375
	100000	93.18238449226091	-35.59964170753736	-714.5907060821988	-1873.3243330103278	1	-839.5435279258321	116.53474636010193	4040.0333790197296	-10.04769531138863	100000	-93.18239154122635	35.59964263498314	714.5899395730828	1873.324433487281
	100000	92.12685254540968	-38.200946570763534	-767.0252378997009	-1852.8681606384578	1	-833.8807186077438	116.51980412652036	4046.4809224472097	-10.882243497558383	100000	-92.12686073511375	38.20094764763165	767.0244069151506	1852.868269460893
	100000	90.99851513196792	-40.772062061438426	-818.882085170615	-1830.936374800549	1	-828.2087942170411	116.50368365246543	4053.012861022583	-11.726211604699252	100000	-90.99852455356137	40.77206329951129	818.881188866679	1830.9364920626654
	100000	89.79822512966005	-43.310938902325844	-870.1192623930066	-1807.5448696041735	1	-822.5276353544964	116.48637152215088	4059.630383165603	-12.579819189540427	100000	-89.79823587548759	43.31094031352001	870.1182999138491	1807.5449954023657
